itemsets,count,support
"frozenset({'Gambling', 'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",3.0,0.0000000341
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Housing'})",582.0,0.0000066241
"frozenset({'Gambling', 'Bills and Utilities', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",53.0,0.0000006032
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",7.0,0.0000000797
"frozenset({'Housing', 'Fines', 'Groceries', 'Education'})",19.0,0.0000002162
"frozenset({'Gambling', 'Education', 'Bills and Utilities', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",3.0,0.0000000341
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Gambling'})",10.0,0.0000001138
"frozenset({'Education', 'Bills and Utilities', 'Entertainment', 'Housing', 'Gambling', 'Tax'})",46.0,0.0000005236
"frozenset({'Gambling', 'Health', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",69.0,0.0000007853
"frozenset({'Gambling', 'Health', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",33.0,0.0000003756
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",4.0,0.0000000455
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Housing', 'Groceries'})",23.0,0.0000002618
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel'})",12.0,0.0000001366
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Groceries'})",2739.0,0.0000311740
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",6.0,0.0000000683
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Gambling', 'Tax'})",23.0,0.0000002618
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",3.0,0.0000000341
"frozenset({'Clothing', 'Education', 'Health', 'Entertainment', 'Housing', 'Gambling', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Gambling', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",11.0,0.0000001252
"frozenset({'Clothing', 'Health', 'Savings', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel'})",2.0,0.0000000228
"frozenset({'Education', 'Health', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",26.0,0.0000002959
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",6.0,0.0000000683
"frozenset({'Tax', 'Fines', 'Groceries', 'Education'})",35.0,0.0000003984
"frozenset({'Clothing', 'Bills and Utilities', 'Fines', 'Health', 'Entertainment'})",21.0,0.0000002390
"frozenset({'Clothing', 'Education', 'Health', 'Savings', 'Entertainment', 'Tax'})",49.0,0.0000005577
"frozenset({'Education', 'Health', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",33.0,0.0000003756
"frozenset({'Gambling', 'Health', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",16.0,0.0000001821
"frozenset({'Clothing', 'Health', 'Savings', 'Motor/Travel', 'Housing', 'Gambling'})",2.0,0.0000000228
"frozenset({'Clothing', 'Education', 'Tax', 'Housing', 'Gambling'})",23.0,0.0000002618
"frozenset({'Gambling', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries'})",14.0,0.0000001593
"frozenset({'Clothing', 'Gambling', 'Health', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",1.0,0.0000000114
"frozenset({'Education', 'Health', 'Tax', 'Housing', 'Gambling'})",23.0,0.0000002618
"frozenset({'Gambling', 'Health', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",13.0,0.0000001480
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Housing', 'Groceries'})",28.0,0.0000003187
"frozenset({'Clothing', 'Gambling', 'Health', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Housing'})",12.0,0.0000001366
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Gambling'})",3.0,0.0000000341
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Housing'})",58.0,0.0000006601
"frozenset({'Education', 'Motor/Travel', 'Housing', 'Gambling', 'Tax'})",61.0,0.0000006943
"frozenset({'Education', 'Bills and Utilities', 'Tax', 'Housing', 'Gambling'})",53.0,0.0000006032
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Housing', 'Groceries'})",27.0,0.0000003073
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Housing'})",16.0,0.0000001821
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Gambling', 'Tax'})",9.0,0.0000001024
"frozenset({'Clothing', 'Education', 'Entertainment', 'Housing', 'Gambling', 'Tax'})",18.0,0.0000002049
"frozenset({'Clothing', 'Education', 'Health', 'Tax', 'Housing', 'Gambling'})",1.0,0.0000000114
"frozenset({'Clothing', 'Health', 'Entertainment', 'Housing', 'Gambling', 'Tax'})",39.0,0.0000004439
"frozenset({'Clothing', 'Gambling', 'Savings', 'Motor/Travel', 'Housing', 'Groceries'})",17.0,0.0000001935
"frozenset({'Education', 'Health', 'Entertainment', 'Housing', 'Gambling', 'Tax'})",19.0,0.0000002162
"frozenset({'Clothing', 'Education', 'Health', 'Savings', 'Tax', 'Groceries'})",26.0,0.0000002959
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Gambling', 'Tax'})",1.0,0.0000000114
"frozenset({'Clothing', 'Education', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Tax'})",21.0,0.0000002390
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Gambling', 'Tax'})",29.0,0.0000003301
"frozenset({'Gambling', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Motor/Travel'})",23263.0,0.0002647686
"frozenset({'Clothing', 'Gambling', 'Education', 'Bills and Utilities', 'Motor/Travel', 'Groceries', 'Tax'})",13.0,0.0000001480
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries'})",7961.0,0.0000906084
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Tax'})",41.0,0.0000004666
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",19.0,0.0000002162
"frozenset({'Gambling', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",25.0,0.0000002845
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Entertainment', 'Groceries', 'Gambling', 'Motor/Travel', 'Tax'})",10.0,0.0000001138
"frozenset({'Housing', 'Fines', 'Groceries', 'Savings'})",7.0,0.0000000797
"frozenset({'Tax', 'Housing', 'Fines', 'Savings'})",2.0,0.0000000228
"frozenset({'Fines', 'Savings', 'Entertainment', 'Housing', 'Groceries'})",6.0,0.0000000683
"frozenset({'Fines', 'Savings', 'Entertainment', 'Housing', 'Tax'})",2.0,0.0000000228
"frozenset({'Fines', 'Savings', 'Tax', 'Housing', 'Groceries'})",1.0,0.0000000114
"frozenset({'Fines', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",2.0,0.0000000228
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Savings', 'Groceries'})",46.0,0.0000005236
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Savings', 'Tax'})",16.0,0.0000001821
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Housing', 'Gambling'})",8.0,0.0000000911
"frozenset({'Clothing', 'Health', 'Savings', 'Motor/Travel', 'Housing', 'Tax'})",4.0,0.0000000455
"frozenset({'Gambling', 'Education', 'Bills and Utilities', 'Savings', 'Housing', 'Groceries'})",5.0,0.0000000569
"frozenset({'Clothing', 'Health', 'Savings', 'Tax', 'Housing', 'Groceries'})",13.0,0.0000001480
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Gambling', 'Motor/Travel'})",5195.0,0.0000591271
"frozenset({'Bills and Utilities', 'Fines', 'Savings', 'Entertainment', 'Motor/Travel'})",19.0,0.0000002162
"frozenset({'Bills and Utilities', 'Fines', 'Savings', 'Motor/Travel', 'Groceries'})",13.0,0.0000001480
"frozenset({'Fines', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",8.0,0.0000000911
"frozenset({'Gambling', 'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Groceries'})",3.0,0.0000000341
"frozenset({'Bills and Utilities', 'Fines', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",9.0,0.0000001024
"frozenset({'Fines', 'Health', 'Gambling', 'Bills and Utilities'})",12.0,0.0000001366
"frozenset({'Education', 'Bills and Utilities', 'Fines', 'Health', 'Entertainment'})",18.0,0.0000002049
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel'})",7.0,0.0000000797
"frozenset({'Gambling', 'Education', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",1.0,0.0000000114
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel'})",43595.0,0.0004961779
"frozenset({'Gambling', 'Bills and Utilities', 'Fines', 'Health', 'Groceries'})",4.0,0.0000000455
"frozenset({'Clothing', 'Health', 'Savings', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",2.0,0.0000000228
"frozenset({'Clothing', 'Fines', 'Entertainment', 'Gambling', 'Motor/Travel'})",28.0,0.0000003187
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Health', 'Tax', 'Groceries'})",58.0,0.0000006601
"frozenset({'Gambling', 'Bills and Utilities', 'Fines', 'Health', 'Entertainment', 'Groceries'})",2.0,0.0000000228
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Savings', 'Housing', 'Groceries'})",13.0,0.0000001480
"frozenset({'Clothing', 'Fines', 'Entertainment', 'Groceries', 'Gambling', 'Motor/Travel'})",11.0,0.0000001252
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel', 'Tax'})",1.0,0.0000000114
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Entertainment', 'Gambling'})",6.0,0.0000000683
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Gambling'})",3.0,0.0000000341
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Housing'})",51.0,0.0000005805
"frozenset({'Gambling', 'Education', 'Savings', 'Housing', 'Groceries'})",43.0,0.0000004894
"frozenset({'Clothing', 'Health', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",157.0,0.0000017869
"frozenset({'Clothing', 'Savings', 'Entertainment', 'Housing', 'Gambling', 'Tax'})",10.0,0.0000001138
"frozenset({'Clothing', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Tax'})",162.0,0.0000018438
"frozenset({'Clothing', 'Health', 'Savings', 'Entertainment', 'Motor/Travel', 'Tax'})",100.0,0.0000011382
"frozenset({'Clothing', 'Gambling', 'Health', 'Motor/Travel', 'Groceries', 'Tax'})",91.0,0.0000010357
"frozenset({'Clothing', 'Gambling', 'Savings', 'Tax', 'Housing', 'Groceries'})",5.0,0.0000000569
"frozenset({'Clothing', 'Health', 'Motor/Travel', 'Housing', 'Groceries', 'Tax'})",94.0,0.0000010699
"frozenset({'Clothing', 'Health', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel'})",101.0,0.0000011495
"frozenset({'Clothing', 'Health', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",58.0,0.0000006601
"frozenset({'Gambling', 'Education', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",292.0,0.0000033234
"frozenset({'Education', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Tax'})",210.0,0.0000023901
"frozenset({'Education', 'Health', 'Savings', 'Entertainment', 'Motor/Travel', 'Tax'})",142.0,0.0000016162
"frozenset({'Education', 'Health', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",75.0,0.0000008536
"frozenset({'Motor/Travel', 'Entertainment'})",15859310.0,0.1805032342
"frozenset({'Fines', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",6.0,0.0000000683
"frozenset({'Gambling', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",461.0,0.0000052469
"frozenset({'Gambling', 'Education', 'Health', 'Savings', 'Entertainment', 'Groceries'})",98.0,0.0000011154
"frozenset({'Clothing', 'Gambling', 'Health', 'Entertainment', 'Groceries', 'Tax'})",264.0,0.0000030047
"frozenset({'Clothing', 'Education', 'Health', 'Savings', 'Motor/Travel', 'Groceries'})",70.0,0.0000007967
"frozenset({'Clothing', 'Education', 'Health', 'Savings', 'Entertainment', 'Groceries'})",189.0,0.0000021511
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Tax', 'Groceries'})",72.0,0.0000008195
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Tax'})",49.0,0.0000005577
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel'})",35.0,0.0000003984
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Entertainment', 'Groceries', 'Tax'})",7.0,0.0000000797
"frozenset({'Bills and Utilities', 'Fines', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",13.0,0.0000001480
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Entertainment', 'Motor/Travel', 'Tax'})",4.0,0.0000000455
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries'})",201.0,0.0000022877
"frozenset({'Bills and Utilities', 'Health', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",308.0,0.0000035055
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Tax'})",312.0,0.0000035510
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Motor/Travel', 'Tax'})",228.0,0.0000025950
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Motor/Travel', 'Groceries', 'Tax'})",3.0,0.0000000341
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Motor/Travel', 'Housing', 'Groceries'})",86.0,0.0000009788
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",117.0,0.0000013316
"frozenset({'Clothing', 'Gambling', 'Education', 'Entertainment', 'Housing', 'Groceries'})",91.0,0.0000010357
"frozenset({'Clothing', 'Gambling', 'Education', 'Savings', 'Entertainment', 'Groceries'})",86.0,0.0000009788
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Gambling', 'Motor/Travel'})",68.0,0.0000007739
"frozenset({'Clothing', 'Education', 'Savings', 'Entertainment', 'Gambling', 'Tax'})",15.0,0.0000001707
"frozenset({'Gambling', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",54.0,0.0000006146
"frozenset({'Health', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",319.0,0.0000036307
"frozenset({'Health', 'Savings', 'Entertainment', 'Housing', 'Groceries', 'Tax'})",115.0,0.0000013089
"frozenset({'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",599.0,0.0000068175
"frozenset({'Clothing', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",38.0,0.0000004325
"frozenset({'Education', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",52.0,0.0000005918
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel'})",331.0,0.0000037673
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",9.0,0.0000001024
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment'})",873.0,0.0000099361
frozenset({'Motor/Travel'}),22958999.0,0.2613085672
"frozenset({'Motor/Travel', 'Fines', 'Clothing', 'Savings'})",18.0,0.0000002049
"frozenset({'Motor/Travel', 'Fines', 'Health', 'Education'})",26.0,0.0000002959
"frozenset({'Housing', 'Health', 'Gambling', 'Savings'})",236.0,0.0000026860
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Motor/Travel', 'Gambling'})",157.0,0.0000017869
"frozenset({'Clothing', 'Bills and Utilities', 'Savings', 'Tax', 'Gambling'})",51.0,0.0000005805
"frozenset({'Gambling', 'Education', 'Bills and Utilities', 'Housing', 'Groceries'})",224.0,0.0000025495
"frozenset({'Education', 'Bills and Utilities', 'Motor/Travel', 'Housing', 'Gambling'})",147.0,0.0000016731
"frozenset({'Education', 'Bills and Utilities', 'Savings', 'Tax', 'Gambling'})",68.0,0.0000007739
"frozenset({'Gambling', 'Bills and Utilities', 'Savings', 'Tax', 'Groceries'})",205.0,0.0000023332
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Housing', 'Gambling'})",48.0,0.0000005463
"frozenset({'Bills and Utilities', 'Savings', 'Motor/Travel', 'Gambling', 'Tax'})",135.0,0.0000015365
"frozenset({'Clothing', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel', 'Tax'})",64.0,0.0000007284
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Groceries'})",120.0,0.0000013658
"frozenset({'Clothing', 'Gambling', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",66.0,0.0000007512
"frozenset({'Clothing', 'Education', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",49.0,0.0000005577
"frozenset({'Health', 'Savings', 'Entertainment', 'Housing', 'Motor/Travel', 'Tax'})",74.0,0.0000008422
"frozenset({'Clothing', 'Education', 'Bills and Utilities', 'Health', 'Entertainment', 'Groceries', 'Tax'})",54.0,0.0000006146
"frozenset({'Clothing', 'Gambling', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries'})",13.0,0.0000001480
"frozenset({'Gambling', 'Education', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel'})",719.0,0.0000081833
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Gambling', 'Motor/Travel'})",13.0,0.0000001480
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Gambling', 'Motor/Travel', 'Tax'})",21.0,0.0000002390
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",119.0,0.0000013544
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Tax'})",28.0,0.0000003187
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Motor/Travel', 'Tax'})",14.0,0.0000001593
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",11.0,0.0000001252
"frozenset({'Gambling', 'Education', 'Bills and Utilities', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",48.0,0.0000005463
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Tax'})",51.0,0.0000005805
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Motor/Travel', 'Groceries', 'Tax'})",20.0,0.0000002276
"frozenset({'Bills and Utilities', 'Fines', 'Health', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",3.0,0.0000000341
"frozenset({'Gambling', 'Bills and Utilities', 'Health', 'Entertainment', 'Housing', 'Groceries', 'Motor/Travel'})",62.0,0.0000007057
"frozenset({'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel', 'Tax'})",84.0,0.0000009560
"frozenset({'Clothing', 'Gambling', 'Education', 'Savings', 'Entertainment', 'Groceries', 'Motor/Travel'})",23.0,0.0000002618
"frozenset({'Clothing', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Housing', 'Groceries'})",19.0,0.0000002162
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Tax'})",129.0,0.0000014682
"frozenset({'Education', 'Bills and Utilities', 'Health', 'Savings', 'Entertainment', 'Motor/Travel'})",235.0,0.0000026747
